Comment,Emotion,Comment Length,Word Count,Processed Comment
i feel angry alone unwanted vexed irritable all the time,anger,56,10,angry alone unwanted vexed irritable
i am letting go of the animosity that is towards anyone that i feel has wronged me,anger,82,17,letting go animosity towards anyone wronged
i mean its a good level on its own terms but everything before it was so well thought out and executed that doing constant mirror puzzles and topping it off with a crap final boss battle made the last level feel rushed in comparison though the last boss is bad no matter what way you slice it,anger,292,57,mean good level term everything well thought executed constant mirror puzzle topping crap final bos battle made last level rushed comparison though last bos bad matter way slice
i am so connected with families that are not my own and i love them so much and so i feel blessed to find a family to be connected with on so many different levels,joy,163,35,connected family love much blessed find family connected many different level
im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,fear,108,20,indecisive turning eighteen hey age come ups down right
i found myself feeling inhibited and shushing her quite a lot,fear,61,11,found inhibited shushing quite lot
i actually answered you pathetic fucking e mails but no thats too fucking easy just call andintrupte what was a wonderful fucking day with you trad trash what the fuck slave he felt the feeling come over him he bagan to shiver and shaken with fear,fear,247,46,actually answered pathetic fucking e mail thats fucking easy call andintrupte wonderful fucking day trad trash fuck slave felt come bagan shiver shaken fear
i feel that learning more about animals and the amazing things they can do just points to a wondrous creator,joy,108,20,learning animal amazing thing point wondrous creator
i am a nameless mid s bottom law school graduate who finds himself marginally attached and awash in a sea of overeducated but underpaid indentured peers who feel and were duped by the promise of a better life through debt and modern chemistry,joy,242,43,nameless mid bottom law school graduate find marginally attached awash sea overeducated underpaid indentured peer duped promise better life debt modern chemistry
i feel like i ought to be working on casual activism but that construes something that is potentially stressful so there wont be any update tomorrow,joy,148,26,ought working casual activism construes something potentially stressful wont update tomorrow
i am i feel like it s important to keep on taking a critical look at ideas like these to make sure that they stay grounded in reality,joy,133,28,important keep taking critical look idea sure stay grounded reality
i can breathe his scent the first time i will feel his embrace if only in a friendly hug in five years,joy,102,22,breathe scent first embrace friendly hug five year
i just feel so appreciative,joy,27,5,appreciative
i instead feel restless,fear,23,4,instead restless
i feel annoyed by that girl,anger,27,6,annoyed girl
i have found a no of people raising this issue but then i have not yet come across any officials addressing the same i am just feeling helpless,fear,143,28,found raising issue yet come across official addressing helpless
i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,fear,233,43,unsure financial future thanks stupid law point partly dependent j integrity rejected jilted j took vow unsure even worried getting passport ability
