Comment,Emotion,Comment Length,Word Count
i guess were annoyed agiatated and my sis feels hated darn cos i told her shes a geek i love you amy,anger,100,22
i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,anger,156,33
i am standing in my oversized tee shirt baggy yoga pants pulled up hair already semi sweat streaked from spin and am trying to feel graceful and sexy,joy,149,28
i was afraid i was going to freaking explode my muscles locked into place and all i could feel was the absolutely ecstatic sensations ivy s hands were creating,joy,159,29
i can not drop this class because then i lose the financial aid for not having enough credits plus i feel like a quitter and im too stubborn for that,anger,149,30
i feel shy of sharing too much about it right now like its a delicate bird that hasnt taken flight,fear,98,20
i am suddenly feeling insulted while typing this down,anger,53,9
i am feeling hesitant right now going in this alone but am trying to remain optimistic,fear,86,16
i am feeling incredibly agitated today,fear,38,6
i personally feel that this is not a acceptable piece of art but i feel this does test personal moral and ethical views in people,joy,129,25
i feel are acceptable response times for non crisis responses,joy,61,10
i am not able to show that directly and so i feel suffocated and irritated,anger,74,15
i didnt know whether or not to feel flattered or some sort of disgusted,anger,71,14
i dwell on this matter the more i feel infuriated that i m so lowly thought of,anger,78,17
i cant even explain how difficult it is to tear yourself away from something you both love and feel doubtful of,fear,111,21
i woke up this morning feeling very agitated at the day coming,anger,62,12
i feel pretty terrified about letting down all those good people kind enough to support my work,fear,95,17
i mentioned above feel free to hit me up about anything,joy,55,11
i only cry when i think how guilty youll make me feel and yes ive fucked up a million reasons for shame and im sorry,anger,116,25
i am feeling is also a blossoming eager anxiety,joy,47,9
im happy there are people in this world that have been so untouched by mental health issues that they feel it is cute to make light the plight of the affected but unfortunately they dont realize the damage they are doing,joy,220,41
i didnt feel that it was strong enough to stop me from turning into a strawberry by the end of my holiday,joy,105,22
ive been feeling vaguely dissatisfied with reel pros since i signed up a few weeks ago,anger,86,16
i feel more like the girl i was when i was at i was fearless excited for life and discovery,joy,91,20
i did not sleep better my food did not taste better my thoughts were not clearer i did not feel more vigorous i was in essence pounds of body and mind almost exclusively devoted to thinking about the cigarette i wanted but could not have,joy,237,45
i cant help but feel someones going to end up pissed at me,anger,58,13
i would just hurt others feelings i am so selfish,anger,49,10
i get out if bed and look in the mirror i feel brave,joy,52,13
ive reserved the right to feel all stubborn and powerless about it,anger,66,12
i feel annoyed but its because im afraid i wont be able to speak well just like them,anger,84,18
i couldn t help but feel slightly intimidated,fear,45,8
im trying to be positive and i feel positive,joy,44,9
i feel scared to use headphones,fear,31,6
i am at the bus stop and i hear the squeak of a baachan trolley i feel a little paranoid,fear,88,20
i wish gervase would have piped down so id feel a little less vulnerable right now,fear,82,16
i came out freaked on the brink of tears feeling angry confused ridiculous small,anger,80,14
i feel that im not talented in baking,joy,37,8
